SITE,SECTORID,RECOMMENDATION_TYPE,COST,PRIORITY,CLUSTERID,CLUSTER_LEVEL,GROUP_ID,IMPLEMENTATION_DATE
25023115395,110,Entrance L2600,106156.42,2,55474001,NO,,13
25023115395,20,Entrance L2600,43709.56,2,55474001,NO,,13
25023115395,210,Entrance L2600,107821.98,2,55474001,NO,,13
25023115395,110,Refarming L2100,106156.42,3,55474001,YES,2,14
25023115395,20,Refarming L2100,43709.56,3,55474001,YES,2,14
25023115395,210,Refarming L2100,107821.98,3,55474001,YES,2,14
25023115475,220,Refarming L2100,57118.92,3,55474066,YES,2,7
25023115475,300,Refarming L2100,32796.1,3,55474066,YES,2,7
25023115475,50,Refarming L2100,126411.89,3,55474066,YES,2,7
25023115640,150,Entrance L2600,9197.12,2,55474066,NO,,6
25023115640,340,Entrance L2600,15882.26,2,55474066,NO,,6
25023115640,60,Entrance L2600,8529.11,2,55474066,NO,,6
25023115640,150,Entrance L2100,9197.12,3,55474066,YES,2,7
25023115640,340,Entrance L2100,15882.26,3,55474066,YES,2,7
25023115640,60,Entrance L2100,8529.11,3,55474066,YES,2,7
25023115710,160,Entrance L2600,62306.23,2,55474003,NO,,10
25023115710,300,Entrance L2600,71904.08,2,55474003,NO,,10
25023115710,65,Entrance L2600,10165.64,2,55474003,NO,,10
25023115710,160,Refarming L2100,62306.23,3,55474003,YES,2,11
25023115710,300,Refarming L2100,71904.08,3,55474003,YES,2,11
25023115710,65,Refarming L2100,10165.64,3,55474003,YES,2,11
25023115722,190,Entrance L2600,59927.56,2,55474066,NO,,6
25023115722,320,Entrance L2600,77313.39,2,55474066,NO,,6
25023115722,80,Entrance L2600,128401.34,2,55474066,NO,,6
25023115722,190,Refarming L2100,59927.56,3,55474066,YES,2,7
25023115722,320,Refarming L2100,77313.39,3,55474066,YES,2,7
25023115722,80,Refarming L2100,128401.34,3,55474066,YES,2,7
25023115726,260,Entrance L2600,118809.1,2,55474066,NO,,6
25023115726,340,Entrance L2600,98367.22,2,55474066,NO,,6
25023115726,90,Entrance L2600,122125.05,2,55474066,NO,,6
25023115726,260,Refarming L2100,118809.1,3,55474066,YES,2,7
25023115726,340,Refarming L2100,98367.22,3,55474066,YES,2,7
25023115726,90,Refarming L2100,122125.05,3,55474066,YES,2,7
25023115728,160,Entrance L2600,148569.1,2,55474066,NO,,6
25023115728,250,Entrance L2600,64064.19,2,55474066,NO,,6
25023115728,340,Entrance L2600,119108.06,2,55474066,NO,,6
25023115728,160,Refarming L2100,148569.1,3,55474066,YES,2,7
25023115728,250,Refarming L2100,64064.19,3,55474066,YES,2,7
25023115728,340,Refarming L2100,119108.06,3,55474066,YES,2,7
25023115729,140,Entrance L2600,57012.78,2,55474066,NO,,6
25023115729,230,Entrance L2600,54774.89,2,55474066,NO,,6
25023115729,60,Entrance L2600,42101.32,2,55474066,NO,,6
25023115729,140,Refarming L2100,57012.78,3,55474066,YES,2,7
25023115729,230,Refarming L2100,54774.89,3,55474066,YES,2,7
25023115729,60,Refarming L2100,42101.32,3,55474066,YES,2,7
25023115732,0,Entrance L2600,91928.04,2,55474066,NO,,6
25023115732,210,Entrance L2600,104064.54,2,55474066,NO,,6
25023115732,80,Entrance L2600,88371.09,2,55474066,NO,,6
25023115732,0,Refarming L2100,91928.04,3,55474066,YES,2,7
25023115732,210,Refarming L2100,104064.54,3,55474066,YES,2,7
25023115732,80,Refarming L2100,88371.09,3,55474066,YES,2,7
25023115739,260,Entrance L2600,78505.35,2,55474066,NO,,6
25023115739,340,Entrance L2600,84286.76,2,55474066,NO,,6
25023115739,60,Entrance L2600,41893.79,2,55474066,NO,,6
25023115739,260,Refarming L2100,78505.35,3,55474066,YES,2,7
25023115739,340,Refarming L2100,84286.76,3,55474066,YES,2,7
25023115739,60,Refarming L2100,41893.79,3,55474066,YES,2,7
25023115742,180,Entrance L2600,53641.47,2,55474066,NO,,20
25023115742,30,Entrance L2600,44808.37,2,55474066,NO,,6
25023115742,300,Entrance L2600,16880.05,2,55474066,NO,,6
25023115742,30,Refarming L2100,44808.37,3,55474066,YES,2,7
25023115742,300,Refarming L2100,16880.05,3,55474066,YES,2,7
25023115754,100,Entrance L2600,113298.25,2,55474001,NO,,13
25023115754,200,Entrance L2600,134919.81,2,55474001,NO,,13
25023115754,310,Entrance L2600,62952.51,2,55474001,NO,,13
25023115754,100,Entrance L2100,113298.25,3,55474001,YES,2,14
25023115754,200,Entrance L2100,134919.81,3,55474001,YES,2,14
25023115754,310,Entrance L2100,62952.51,3,55474001,YES,2,14
25023115761,120,Entrance L2600,136533.02,2,55474066,NO,,6
25023115761,230,Entrance L2600,38401.45,2,55474066,NO,,6
25023115761,320,Entrance L2600,110358.26,2,55474066,NO,,6
25023115761,120,Entrance L2100,136533.02,3,55474066,YES,2,7
25023115761,230,Entrance L2100,38401.45,3,55474066,YES,2,7
25023115761,320,Entrance L2100,110358.26,3,55474066,YES,2,7
25023115762,10,Entrance L2600,83144.22,2,55473945,NO,,15
25023115762,170,Entrance L2600,71377.61,2,55473945,NO,,15
25023115762,290,Entrance L2600,84350.57,2,55473945,NO,,15
25023115762,10,Entrance L2100,83144.22,3,55473945,YES,2,16
25023115762,170,Entrance L2100,71377.61,3,55473945,YES,2,16
25023115762,290,Entrance L2100,84350.57,3,55473945,YES,2,16
25023115843,180,Refarming L2100,15978.23,3,55474003,YES,2,11
25023115843,60,Refarming L2100,11336.24,3,55474003,YES,2,11
25023115885,130,Entrance L2600,125564.81,2,55474066,NO,,6
25023115885,320,Entrance L2600,81954.58,2,55474066,NO,,6
25023115885,50,Entrance L2600,126072.57,2,55474066,NO,,6
25023115885,130,Entrance L2100,125564.81,3,55474066,YES,2,7
25023115885,320,Entrance L2100,81954.58,3,55474066,YES,2,7
25023115885,50,Entrance L2100,126072.57,3,55474066,YES,2,7
25023115892,130,Entrance L2600,43942.63,2,55474001,NO,,13
25023115892,230,Entrance L2600,22594.39,2,55474001,NO,,13
25023115892,310,Entrance L2600,77217.41,2,55474001,NO,,13
25023115892,130,Entrance L2100,43942.63,3,55474001,YES,2,14
25023115892,230,Entrance L2100,22594.39,3,55474001,YES,2,14
25023115892,310,Entrance L2100,77217.41,3,55474001,YES,2,14
25023115897,0,Entrance L2600,111341.86,2,55474001,NO,,13
25023115897,280,Entrance L2600,39500.22,2,55474001,NO,,13
25023115897,90,Entrance L2600,55859.22,2,55474001,NO,,13
25023115897,0,Entrance L2100,111341.86,3,55474001,YES,2,14
25023115897,280,Entrance L2100,39500.22,3,55474001,YES,2,14
25023115897,90,Entrance L2100,55859.22,3,55474001,YES,2,14
25023115913,120,Entrance L2600,11210.52,2,55474157,NO,,14
25023115913,290,Entrance L2600,70743.5,2,55474157,NO,,14
25023115913,120,Entrance L2100,11210.52,3,55474157,YES,2,15
25023115913,290,Entrance L2100,70743.5,3,55474157,YES,2,15
25023115917,160,Entrance L2600,65213.51,2,55474033,NO,,3
25023115917,280,Entrance L2600,69396.26,2,55474033,NO,,20
25023115917,160,Entrance L2100,65213.51,3,55474033,YES,2,4
25023115928,10,Entrance L2600,116704.68,2,55474065,NO,,7
25023115928,260,Entrance L2600,93116.5,2,55474065,NO,,7
25023115928,90,Entrance L2600,40300.34,2,55474065,NO,,7
25023115928,10,Entrance L2100,116704.68,3,55474065,YES,2,8
25023115928,260,Entrance L2100,93116.5,3,55474065,YES,2,8
25023115928,90,Entrance L2100,40300.34,3,55474065,YES,2,8
25023115930,220,Entrance L2600,109213.42,2,55474066,NO,,6
25023115930,300,Entrance L2600,41619.9,2,55474066,NO,,6
25023115930,50,Entrance L2600,143611.2,2,55474066,NO,,20
25023115930,220,Entrance L2100,109213.42,3,55474066,YES,2,7
25023115930,300,Entrance L2100,41619.9,3,55474066,YES,2,7
25023115933,300,Entrance L2600,46791.03,2,55474066,NO,,6
25023115933,70,Entrance L2600,144235.19,2,55474066,NO,,6
25023115933,300,Entrance L2100,46791.03,3,55474066,YES,2,7
25023115933,70,Entrance L2100,144235.19,3,55474066,YES,2,7
25023115955,0,Entrance L2600,19830.37,2,55474033,NO,,3
25023115955,190,Entrance L2600,75279.16,2,55474033,NO,,3
25023115955,280,Entrance L2600,102437.66,2,55474033,NO,,3
25023115955,0,Entrance L2100,19830.37,3,55474033,YES,2,4
25023115955,190,Entrance L2100,75279.16,3,55474033,YES,2,4
25023115955,280,Entrance L2100,102437.66,3,55474033,YES,2,4
25023116014,10,Entrance L2600,70694.09,2,55474001,NO,,13
25023116014,130,Entrance L2600,29421.19,2,55474001,NO,,13
25023116014,210,Entrance L2600,49627.11,2,55474001,NO,,13
25023116014,10,Entrance L2100,70694.09,3,55474001,YES,2,14
25023116014,130,Entrance L2100,29421.19,3,55474001,YES,2,14
25023116014,210,Entrance L2100,49627.11,3,55474001,YES,2,14
25023116033,100,Entrance L2600,76769.15,2,55474032,NO,,16
25023116033,180,Entrance L2600,78928.16,2,55474032,NO,,16
25023116033,270,Entrance L2600,40955.68,2,55474032,NO,,20
25023116033,100,Refarming L2100,76769.15,3,55474032,YES,2,17
25023116033,180,Refarming L2100,78928.16,3,55474032,YES,2,17
25023116055,130,Entrance L2600,36416.37,2,55474001,NO,,13
25023116055,220,Entrance L2600,30240.17,2,55474001,NO,,13
25023116055,320,Entrance L2600,78444.33,2,55474001,NO,,13
25023116055,130,Entrance L2100,36416.37,3,55474001,YES,2,14
25023116055,220,Entrance L2100,30240.17,3,55474001,YES,2,14
25023116055,320,Entrance L2100,78444.33,3,55474001,YES,2,14
25023116073,120,Entrance L2600,90102.49,2,55474033,NO,,3
25023116073,120,Entrance L2100,90102.49,3,55474033,YES,2,4
25023116080,340,Entrance L2600,58720.91,2,55474001,NO,,20
25023116080,90,Entrance L2600,74819.87,2,55474001,NO,,13
25023116080,90,Entrance L2100,74819.87,3,55474001,YES,2,14
25023116099,110,Entrance L2600,90839.9,2,55474152,NO,,6
25023116099,230,Entrance L2600,103820.74,2,55474152,NO,,6
25023116099,110,Refarming L2100,90839.9,3,55474152,YES,2,7
25023116099,230,Refarming L2100,103820.74,3,55474152,YES,2,7
25023116143,120,Entrance L2600,84898.84,2,55474066,NO,,6
25023116143,210,Entrance L2600,88716.44,2,55474066,NO,,6
25023116143,320,Entrance L2600,61103.92,2,55474066,NO,,6
25023116143,120,Entrance L2100,84898.84,3,55474066,YES,2,7
25023116143,210,Entrance L2100,88716.44,3,55474066,YES,2,7
25023116143,320,Entrance L2100,61103.92,3,55474066,YES,2,7
25023116350,10,Entrance L2600,138087.29,2,55474066,NO,,6
25023116350,150,Entrance L2600,83352.04,2,55474066,NO,,6
25023116350,290,Entrance L2600,92286.6,2,55474066,NO,,6
25023116350,10,Entrance L2100,138087.29,3,55474066,YES,2,7
25023116350,150,Entrance L2100,83352.04,3,55474066,YES,2,7
25023116350,290,Entrance L2100,92286.6,3,55474066,YES,2,7
25023116394,10,Entrance L2600,40349.16,2,55474033,NO,,20
25023116394,120,Entrance L2600,126267.22,2,55474033,NO,,20
25023117544,200,Entrance L2600,75477.15,2,55473945,NO,,15
25023117544,320,Entrance L2600,121454.43,2,55473945,NO,,15
25023117544,70,Entrance L2600,94752.44,2,55473945,NO,,20
25023117544,200,Entrance L2100,75477.15,3,55473945,YES,2,16
25023117544,320,Entrance L2100,121454.43,3,55473945,YES,2,16
25023117635,175,Entrance L2600,107075.23,2,55474066,NO,,6
25023117635,250,Entrance L2600,111044.14,2,55474066,NO,,6
25023117635,50,Entrance L2600,110901.23,2,55474066,NO,,6
25023117635,175,Entrance L2100,107075.23,3,55474066,YES,2,7
25023117635,250,Entrance L2100,111044.14,3,55474066,YES,2,7
25023117635,50,Entrance L2100,110901.23,3,55474066,YES,2,7
25023117637,250,Entrance L2600,71419.37,2,55474066,NO,,6
25023117637,330,Entrance L2600,88272.7,2,55474066,NO,,6
25023117637,70,Entrance L2600,90212.37,2,55474066,NO,,6
25023117637,250,Entrance L2100,71419.37,3,55474066,YES,2,7
25023117637,330,Entrance L2100,88272.7,3,55474066,YES,2,7
25023117637,70,Entrance L2100,90212.37,3,55474066,YES,2,7
25023117641,150,Entrance L2600,89975.96,2,55474066,NO,,6
25023117641,310,Entrance L2600,141068.6,2,55474066,NO,,6
25023117641,150,Entrance L2100,89975.96,3,55474066,YES,2,7
25023117641,310,Entrance L2100,141068.6,3,55474066,YES,2,7
25050100005,10,Refarming L2100,45617.41,3,55473989,YES,2,22
25050100005,160,Refarming L2100,91583.88,3,55473989,YES,2,22
25050100005,260,Refarming L2100,120021.92,3,55473989,YES,2,22
25050100007,,Entrance L2600,37106.05,2,55474110,NO,,20
25050100007,0,Entrance L2100,63889.63,3,55474110,YES,2,25
25050100007,240,Entrance L2100,144781.35,3,55474110,YES,2,25
25050100009,190,Entrance L2600,27138.82,2,55474036,NO,,24
25050100009,280,Entrance L2600,22729.88,2,55474036,NO,,24
25050100010,160,Refarming L2100,86725.92,3,55474013,YES,2,26
25050100010,250,Refarming L2100,78421.15,3,55474013,YES,2,26
25050100010,350,Refarming L2100,116577.74,3,55474013,YES,2,26
25050100011,0,Refarming L2100,161278.66,3,55473964,YES,2,34
25050100011,247,Refarming L2100,128492.43,3,55473964,YES,2,34
25050101012,240,Entrance L2600,84514.33,2,55473964,NO,,33
25050101068,0,Entrance L2600,88754.09,2,55474006,NO,,33
25050101068,190,Entrance L2600,101632.67,2,55474006,NO,,33
25050101068,20,Entrance L2600,57732.75,2,55474006,NO,,33
25050101068,270,Entrance L2600,27102.14,2,55474006,NO,,33
25050101068,20,Entrance L2100,57732.75,3,55474006,YES,2,34
25050101068,270,Entrance L2100,27102.14,3,55474006,YES,2,34
25050101118,0,Entrance L2600,278176.45,2,55473993,NO,,33
25050101118,120,Entrance L2600,232680.88,2,55473993,NO,,33
25050101118,240,Entrance L2600,184594.09,2,55473993,NO,,33
25050101118,0,Refarming L2100,278176.45,3,55473993,YES,2,35
25050101118,120,Refarming L2100,232680.88,3,55473993,YES,2,35
25050101118,240,Refarming L2100,184594.09,3,55473993,YES,2,35
25050101120,150,Entrance L2600,30632.55,2,55473986,NO,,34
25050101120,330,Entrance L2600,33181.83,2,55473986,NO,,34
25050101120,60,Entrance L2600,36183.15,2,55473986,NO,,34
25050101120,150,Refarming L2100,30632.55,3,55473986,YES,2,36
25050101120,330,Refarming L2100,33181.83,3,55473986,YES,2,36
25050101120,60,Refarming L2100,36183.15,3,55473986,YES,2,36
25050101141,115,Refarming L2100,87590.89,3,55474013,YES,2,26
25050101141,225,Refarming L2100,50496.97,3,55474013,YES,2,26
25050101141,325,Refarming L2100,29951.21,3,55474013,YES,2,26
25050101142,325,Entrance L2600,89880.45,2,55474110,NO,,20
25050101142,40,Entrance L2600,107110.67,2,55474110,NO,,20
25050101142,325,Refarming L2100,89880.45,3,55474110,YES,2,25
25050101142,40,Refarming L2100,107110.67,3,55474110,YES,2,25
25050101143,0,Entrance L2600,22653.62,2,55473994,NO,,34
25050101143,240,Entrance L2600,107764.15,2,55473994,NO,,34
25050101143,0,Refarming L2100,22653.62,3,55473994,YES,2,35
25050101143,240,Refarming L2100,107764.15,3,55473994,YES,2,35
25050101144,132,Refarming L2100,151777.05,3,55474013,YES,2,26
25050101144,27,Refarming L2100,45523.93,3,55474013,YES,2,26
25050101144,295,Refarming L2100,116923.32,3,55474013,YES,2,26
25050101145,165,Refarming L2100,84387.01,3,55474013,YES,2,26
25050101145,235,Refarming L2100,53462.98,3,55474013,YES,2,26
25050101145,325,Refarming L2100,51249.55,3,55474013,YES,2,26
25050101148,140,Refarming L2100,85633.56,3,55474110,YES,2,25
25050101148,270,Refarming L2100,212787.17,3,55474110,YES,2,25
25050101148,30,Refarming L2100,89488.36,3,55474110,YES,2,25
25050101153,10,Refarming L2100,60030.1,3,55473984,YES,2,35
25050101153,145,Refarming L2100,78453.45,3,55473984,YES,2,35
25050101153,255,Refarming L2100,135608.48,3,55473984,YES,2,35
25050101157,12,Refarming L2100,134395.93,3,55474062,YES,2,35
25050101157,227,Refarming L2100,113753.03,3,55474062,YES,2,35
25050101158,310,Entrance L1800,187572.69,1,55473984,YES,1,34
25050101158,42,Refarming L1800,88242.22,1,55473984,YES,1,34
25050101158,245,Entrance L2600,43069.61,2,55473984,NO,,34
25050101158,45,Entrance L2600,66270.88,2,55473984,NO,,34
25050101158,127,Refarming L2100,30554.41,3,55473984,YES,2,35
25050101158,245,Refarming L2100,43069.61,3,55473984,YES,2,35
25050101158,42,Refarming L2100,88242.22,3,55473984,YES,2,35
25050101161,0,Entrance L2600,102292.88,2,55473964,NO,,34
25050101161,120,Entrance L2600,167866.07,2,55473964,NO,,24
25050101161,240,Entrance L2600,101863.67,2,55473964,NO,,24
25050101161,120,Entrance L2100,167866.07,3,55473964,YES,2,34
25050101161,240,Entrance L2100,101863.67,3,55473964,YES,2,34
25050101162,120,Entrance L2600,173523.03,2,55473964,NO,,24
25050101162,240,Entrance L2600,79895.67,2,55473964,NO,,34
25050101162,120,Refarming L2100,173523.03,3,55473964,YES,2,34
25050101172,160,Entrance L2600,122805.84,2,55473983,NO,,34
25050101172,325,Entrance L2600,68989.05,2,55473983,NO,,34
25050101172,60,Entrance L2600,132483.32,2,55473983,NO,,34
25050101172,160,Refarming L2100,122805.84,3,55473983,YES,2,36
25050101172,325,Refarming L2100,68989.05,3,55473983,YES,2,36
25050101172,60,Refarming L2100,132483.32,3,55473983,YES,2,36
25050101173,145,Refarming L2100,84366.36,3,55474013,YES,2,26
25050101173,25,Refarming L2100,46412.97,3,55474013,YES,2,26
25050101173,265,Refarming L2100,29380.63,3,55474013,YES,2,26
25050101174,122,Refarming L2100,160430.34,3,55474013,YES,2,26
25050101174,221,Refarming L2100,159844.24,3,55474013,YES,2,26
25050101174,357,Refarming L2100,176024.63,3,55474013,YES,2,26
25050101175,0,Refarming L2100,153604.03,3,55474035,YES,2,36
25050101175,120,Refarming L2100,112795.5,3,55474035,YES,2,36
25050101175,240,Refarming L2100,123680.05,3,55474035,YES,2,36
25050101176,240,Entrance L2600,378713.14,2,55473964,NO,,35
25050101177,10,Entrance L2600,125702.42,2,55474110,NO,,35
25050101177,130,Entrance L2600,375311.74,2,55474110,NO,,20
25050101177,255,Entrance L2600,125167.53,2,55474110,NO,,35
25050101177,130,Refarming L2100,375311.74,3,55474110,YES,2,25
25050101181,310,Entrance L2600,202502.71,2,55474013,NO,,24
25050101181,265,Refarming L2100,202314.86,3,55474013,YES,2,26
25050101181,310,Refarming L2100,202502.71,3,55474013,YES,2,26
25050101181,80,Refarming L2100,70584.06,3,55474013,YES,2,26
25050101183,117,Refarming L2100,78830.64,3,55474035,YES,2,36
25050101183,2,Refarming L2100,42440.42,3,55474035,YES,2,36
25050101183,235,Refarming L2100,161439.8,3,55474035,YES,2,36
25050101184,160,Entrance L2600,12147.98,2,55474110,NO,,20
25050101184,60,Entrance L2600,58541.04,2,55474110,NO,,35
25050101184,160,Refarming L2100,12147.98,3,55474110,YES,2,25
25050101188,102,Refarming L2100,121168.09,3,55474110,YES,2,25
25050101188,237,Refarming L2100,148870.64,3,55474110,YES,2,25
25050101188,350,Refarming L2100,116632.86,3,55474110,YES,2,25
25050101189,0,Entrance L2600,26616.89,2,55473964,NO,,24
25050101189,120,Entrance L2600,32054.31,2,55473964,NO,,24
25050101189,240,Entrance L2600,24430.9,2,55473964,NO,,24
25050101189,0,Refarming L2100,26616.89,3,55473964,YES,2,34
25050101189,120,Refarming L2100,32054.31,3,55473964,YES,2,34
25050101189,240,Refarming L2100,24430.9,3,55473964,YES,2,34
25050101233,110,Refarming L2100,136211.8,3,55474110,YES,2,25
25050101233,220,Refarming L2100,127350.75,3,55474110,YES,2,25
25050101233,355,Refarming L2100,190390.4,3,55474110,YES,2,25
25050101295,10,Refarming L2100,166471.35,3,55474035,YES,2,36
25050101295,130,Refarming L2100,107693.55,3,55474035,YES,2,36
25050101295,257,Refarming L2100,116495.79,3,55474035,YES,2,36
25050101307,170,Refarming L2100,155566.23,3,55474110,YES,2,25
25050101307,270,Refarming L2100,172138.83,3,55474110,YES,2,25
25050101307,40,Refarming L2100,171724.13,3,55474110,YES,2,25
25050101482,170,Entrance L2600,43252.63,2,55474015,NO,,35
25050101482,355,Entrance L2600,29680.86,2,55474015,NO,,35
25050101482,170,Entrance L2100,43252.63,3,55474015,YES,2,37
25050101482,355,Entrance L2100,29680.86,3,55474015,YES,2,37
25050101517,140,Refarming L2100,53363.28,3,55474014,YES,2,36
25050101517,240,Refarming L2100,61782.71,3,55474014,YES,2,36
25050101517,50,Refarming L2100,62683.3,3,55474014,YES,2,36
25050101521,170,Refarming L2100,13787.79,3,55473985,YES,2,37
25050101521,80,Refarming L2100,46824.44,3,55473985,YES,2,37
25050101708,190,Entrance L1800,23209.76,1,55473987,YES,1,35
25050101708,345,Entrance L1800,17298.07,1,55473987,YES,1,35
25050101708,75,Entrance L1800,9048.28,1,55473987,YES,1,35
25050101708,190,Entrance L2600,23209.76,2,55473987,NO,,36
25050101708,345,Entrance L2600,17298.07,2,55473987,NO,,36
25050101708,75,Entrance L2600,9048.28,2,55473987,NO,,36
25050101708,190,Entrance L2100,23209.76,3,55473987,YES,2,37
25050101708,345,Entrance L2100,17298.07,3,55473987,YES,2,37
25050101708,75,Entrance L2100,9048.28,3,55473987,YES,2,37
25050101785,165,Refarming L2100,140661.49,3,55473988,YES,2,37
25050101785,70,Refarming L2100,158171.97,3,55473988,YES,2,37
25050102613,180,Entrance L2600,142453.48,2,55474014,NO,,35
25050102613,180,Refarming L2100,142453.48,3,55474014,YES,2,36
25050102839,130,Entrance L2100,68357.1,3,55474009,YES,2,38
25050102839,240,Entrance L2100,154555.57,3,55474009,YES,2,38
25050102869,130,Refarming L2100,19639.47,3,55473984,YES,2,35
25050102869,260,Refarming L2100,54774.94,3,55473984,YES,2,35
25050102869,40,Refarming L2100,31784.06,3,55473984,YES,2,35
25050102967,200,Refarming L2100,95536.68,3,55473984,YES,2,35
25050102967,350,Refarming L2100,31136.23,3,55473984,YES,2,35
25050102967,90,Refarming L2100,68333.19,3,55473984,YES,2,35
25050109402,10,Refarming L2100,85249.31,3,55474014,YES,2,36
