SITE,SECTORID,RECOMMENDATION_TYPE,COST,PRIORITY,CLUSTERID,CLUSTER_LEVEL,GROUP_ID,IMPLEMENTATION_DATE
25001061303,180,Entrance L2600,96596.01,2,55474076,NO,,1
25001061303,60,Entrance L2600,181002.28,2,55474076,NO,,1
25001061303,180,Refarming L2100,96596.01,3,55474076,YES,2,2
25001061303,60,Refarming L2100,181002.28,3,55474076,YES,2,2
25001061347,270,Entrance L2600,215127.32,2,55474033,NO,,1
25001061360,215,Refarming L2100,37390.33,3,55473978,YES,2,2
25001061360,325,Refarming L2100,91457.19,3,55473978,YES,2,2
25001061360,90,Refarming L2100,15822.24,3,55473978,YES,2,2
25001063317,170,Entrance L2600,155456.67,2,55474033,NO,,1
25001063317,70,Entrance L2600,61381.99,2,55474033,NO,,1
25001063365,100,Entrance L2600,204964.07,2,55474033,NO,,1
25001063365,220,Entrance L2600,153801.29,2,55474033,NO,,1
25001063365,340,Entrance L2600,94988.27,2,55474033,NO,,3
25001063365,100,Refarming L2100,204964.07,3,55474033,YES,2,4
25001063365,220,Refarming L2100,153801.29,3,55474033,YES,2,4
25001063373,170,Refarming L2100,74958.21,3,55473978,YES,2,2
25001063373,270,Refarming L2100,142315.84,3,55473978,YES,2,2
25001063373,30,Refarming L2100,49721.35,3,55473978,YES,2,2
25001063374,140,Refarming L2100,107410.29,3,55473978,YES,2,2
25001063374,20,Refarming L2100,81076.62,3,55473978,YES,2,2
25001063374,260,Refarming L2100,142644.6,3,55473978,YES,2,2
25001063382,187,Refarming L2100,71357.68,3,55473978,YES,2,2
25001063382,300,Refarming L2100,164406.64,3,55473978,YES,2,2
25001063382,60,Refarming L2100,141104.3,3,55473978,YES,2,2
25001063383,170,Refarming L2100,94301.67,3,55473978,YES,2,2
25001063383,315,Refarming L2100,120926.87,3,55473978,YES,2,2
25001063383,65,Refarming L2100,70312.39,3,55473978,YES,2,2
25001063385,180,Refarming L2100,52285.78,3,55473978,YES,2,2
25001063385,280,Refarming L2100,69513.77,3,55473978,YES,2,2
25001064607,180,Entrance L2600,103609.07,2,55474033,NO,,1
25001064607,310,Entrance L2600,199021.39,2,55474033,NO,,3
25001064607,70,Entrance L2600,29138.71,2,55474033,NO,,1
25001064607,180,Refarming L2100,103609.07,3,55474033,YES,2,4
25001064607,70,Refarming L2100,29138.71,3,55474033,YES,2,4
25001064610,0,Entrance L2600,208064.76,2,55473978,NO,,3
25001064610,120,Entrance L2600,283203.65,2,55473978,NO,,3
25001064610,252,Entrance L2600,215153.87,2,55473978,NO,,1
25001064610,252,Refarming L2100,215153.87,3,55473978,YES,2,2
25001064613,15,Entrance L2600,139488.54,2,55474033,NO,,3
25001064613,300,Entrance L2600,71400.96,2,55474033,NO,,3
25001064615,50,Entrance L2600,227553.02,2,55474033,NO,,3
25001064650,180,Entrance L2600,109842.06,2,55474158,NO,,3
25001064650,330,Entrance L2600,98932.24,2,55474158,NO,,3
25001064650,80,Entrance L2600,174821.14,2,55474158,NO,,3
25001064650,180,Refarming L2100,109842.06,3,55474158,YES,2,4
25001064650,330,Refarming L2100,98932.24,3,55474158,YES,2,4
25001064650,80,Refarming L2100,174821.14,3,55474158,YES,2,4
25001064651,180,Entrance L2600,96629.24,2,55474033,NO,,3
25001064651,300,Entrance L2600,183974.23,2,55474033,NO,,3
25001064651,60,Entrance L2600,152622.58,2,55474033,NO,,3
25001066369,180,Refarming L2100,113350.82,3,55473978,YES,2,2
25001066369,295,Refarming L2100,89926.71,3,55473978,YES,2,2
25001066369,80,Refarming L2100,223948.47,3,55473978,YES,2,2
25001066371,195,Refarming L2100,73791.86,3,55473978,YES,2,2
25001066371,310,Refarming L2100,56653.38,3,55473978,YES,2,2
25001066371,67,Refarming L2100,127145.14,3,55473978,YES,2,2
25001066907,0,Entrance L2600,31905.05,2,55474066,NO,,3
25001066907,290,Entrance L2600,185727.78,2,55474066,NO,,3
25001066907,90,Entrance L2600,157478.3,2,55474066,NO,,6
25001066907,0,Refarming L2100,31905.05,3,55474066,YES,2,7
25001066907,290,Refarming L2100,185727.78,3,55474066,YES,2,7
25001066908,170,Entrance L2600,107218.4,2,55474033,NO,,1
25001066908,310,Entrance L2600,53399.15,2,55474033,NO,,1
25001066908,50,Entrance L2600,31197.14,2,55474033,NO,,6
25001066908,170,Entrance L2100,107218.4,3,55474033,YES,2,4
25001066908,310,Refarming L2100,53399.15,3,55474033,YES,2,4
25001066909,145,Refarming L1800,174952.97,1,55473978,YES,1,1
25001066909,20,Refarming L1800,174359.51,1,55473978,YES,1,1
25001066909,255,Refarming L1800,151383.52,1,55473978,YES,1,1
25001066909,145,Refarming L2100,174952.97,3,55473978,YES,2,2
25001066909,20,Refarming L2100,174359.51,3,55473978,YES,2,2
25001066909,255,Refarming L2100,151383.52,3,55473978,YES,2,2
25001066939,190,Refarming L2100,110523.37,3,55473978,YES,2,2
25001066939,310,Refarming L2100,83789.64,3,55473978,YES,2,2
25001066939,40,Refarming L2100,95999.53,3,55473978,YES,2,2
25001066948,190,Entrance L2600,18685.52,2,55474152,NO,,6
25001066948,315,Entrance L2600,109019.65,2,55474152,NO,,6
25001066948,70,Entrance L2600,328059.79,2,55474152,NO,,6
25001066948,190,Entrance L2100,18685.52,3,55474152,YES,2,7
25001066948,315,Refarming L2100,109019.65,3,55474152,YES,2,7
25001066948,70,Refarming L2100,328059.79,3,55474152,YES,2,7
25001069337,190,Refarming L2100,30827.86,3,55473978,YES,2,2
25001069337,297,Refarming L2100,126534.9,3,55473978,YES,2,2
25001069337,60,Refarming L2100,24765.18,3,55473978,YES,2,2
25001069339,182,Refarming L2100,35647.37,3,55473978,YES,2,2
25001069339,310,Refarming L2100,66891.27,3,55473978,YES,2,2
25001069339,62,Refarming L2100,32114.57,3,55473978,YES,2,2
25001069340,232,Entrance L1800,178071.32,1,55473978,YES,1,1
25001069340,95,Entrance L1800,59318.85,1,55473978,YES,1,1
25001069340,160,Entrance L2600,92026.15,2,55473978,NO,,1
25001069340,290,Entrance L2600,210579.31,2,55473978,NO,,1
25001069340,160,Refarming L2100,92026.15,3,55473978,YES,2,2
25001069340,290,Refarming L2100,210579.31,3,55473978,YES,2,2
25001069340,42,Refarming L2100,137409.13,3,55473978,YES,2,2
25001069341,330,Entrance L2600,272446.24,2,55473978,NO,,6
25001069341,90,Entrance L2600,303647.39,2,55473978,NO,,1
25001069341,90,Refarming L2100,303647.39,3,55473978,YES,2,2
25001069380,0,Entrance L2600,29439.96,2,55474033,NO,,6
25001069380,135,Entrance L2600,230932.13,2,55474033,NO,,6
25001069380,50,Entrance L2600,114187.44,2,55474033,NO,,6
25001100007,70,Entrance L2600,80869.07,2,55474033,NO,,1
25001100007,150,Refarming L2100,98332.28,3,55474033,YES,2,4
25001100007,300,Refarming L2100,44962.3,3,55474033,YES,2,4
25001100007,70,Entrance L2100,80869.07,3,55474033,YES,2,4
25001100008,180,Refarming L2100,73624.84,3,55473978,YES,2,2
25001100008,310,Refarming L2100,166092.95,3,55473978,YES,2,2
25001100008,70,Refarming L2100,127121.33,3,55473978,YES,2,2
25001100011,190,Entrance L2600,63535.9,2,55474066,NO,,3
25001100011,320,Entrance L2600,113601.72,2,55474066,NO,,3
25001100011,90,Entrance L2600,100608.25,2,55474066,NO,,3
25001100011,190,Refarming L2100,63535.9,3,55474066,YES,2,7
25001100011,320,Refarming L2100,113601.72,3,55474066,YES,2,7
25001100011,90,Refarming L2100,100608.25,3,55474066,YES,2,7
25001100012,330,Entrance L2600,166223.21,2,55474033,NO,,6
25001100012,90,Entrance L2600,15137.93,2,55474033,NO,,6
25001100013,360,Entrance L2600,55730.52,2,55474066,NO,,6
25001100014,185,Entrance L2600,86940.89,2,55474033,NO,,1
25001100014,290,Entrance L2600,86376.39,2,55474033,NO,,1
25001100014,80,Entrance L2600,269707.93,2,55474033,NO,,6
25001100014,185,Refarming L2100,86940.89,3,55474033,YES,2,4
25001100014,290,Refarming L2100,86376.39,3,55474033,YES,2,4
25001100015,190,Entrance L2600,175224.44,2,55474033,NO,,6
25001100015,300,Entrance L2600,133705.9,2,55474033,NO,,6
25001100017,190,Entrance L2600,248896.81,2,55474033,NO,,6
25001100017,300,Entrance L2600,251916.12,2,55474033,NO,,6
25001100023,195,Entrance L2600,70683.57,2,55474004,NO,,6
25001100023,320,Entrance L2600,132075.58,2,55474004,NO,,6
25001100023,80,Entrance L2600,69910.36,2,55474004,NO,,6
25001100023,195,Refarming L2100,70683.57,3,55474004,YES,2,7
25001100023,320,Refarming L2100,132075.58,3,55474004,YES,2,7
25001100023,80,Refarming L2100,69910.36,3,55474004,YES,2,7
25001100024,170,Refarming L2100,75402.94,3,55473978,YES,2,2
25001100024,300,Refarming L2100,33855.22,3,55473978,YES,2,2
25001100024,40,Refarming L2100,107971.36,3,55473978,YES,2,2
25001100027,110,Refarming L2100,84006.36,3,55473978,YES,2,2
25001100027,220,Refarming L2100,97497.07,3,55473978,YES,2,2
25001100027,320,Refarming L2100,90300.26,3,55473978,YES,2,2
25001100028,170,Entrance L2600,242183.81,2,55473978,NO,,1
25001100028,300,Entrance L2600,242132.46,2,55473978,NO,,1
25001100028,50,Entrance L2600,245806.05,2,55473978,NO,,1
25001100028,170,Refarming L2100,242183.81,3,55473978,YES,2,2
25001100028,300,Refarming L2100,242132.46,3,55473978,YES,2,2
25001100028,50,Refarming L2100,245806.05,3,55473978,YES,2,2
25001100029,50,Entrance L2600,100312.74,2,55474033,NO,,6
25001100034,300,Entrance L2600,83122.54,2,55474033,NO,,6
25001100034,90,Entrance L2600,573.53,2,55474033,NO,,1
25001100034,90,Refarming L2100,573.53,3,55474033,YES,2,4
25001100036,0,Entrance L2600,40261.06,2,55474158,NO,,3
25001100036,160,Entrance L2600,78848.44,2,55474158,NO,,3
25001100036,90,Entrance L2600,168135.02,2,55474158,NO,,3
25001100036,0,Refarming L2100,40261.06,3,55474158,YES,2,4
25001100036,160,Refarming L2100,78848.44,3,55474158,YES,2,4
25001100036,90,Refarming L2100,168135.02,3,55474158,YES,2,4
25001100037,150,Refarming L2100,144146.3,3,55473978,YES,2,2
25001100037,260,Refarming L2100,159798.83,3,55473978,YES,2,2
25001100037,40,Refarming L2100,91657.12,3,55473978,YES,2,2
25001100038,180,Entrance L2100,72393.68,3,55473978,YES,2,2
25001100038,300,Entrance L2100,68555.81,3,55473978,YES,2,2
25001100038,40,Entrance L2100,84950.31,3,55473978,YES,2,2
25001100040,112,Refarming L2100,56560.56,3,55473978,YES,2,2
25001100040,230,Refarming L2100,84588.18,3,55473978,YES,2,2
25001100040,342,Refarming L2100,71024.94,3,55473978,YES,2,2
25001100043,190,Entrance L2600,108491.51,2,55473978,NO,,6
25001100043,315,Entrance L2600,196625.63,2,55473978,NO,,1
25001100043,95,Entrance L2600,229641.83,2,55473978,NO,,1
25001100043,315,Refarming L2100,196625.63,3,55473978,YES,2,2
25001100043,95,Refarming L2100,229641.83,3,55473978,YES,2,2
25001100044,110,Entrance L2600,235873.01,2,55474066,NO,,3
25001100044,20,Entrance L2600,163701.99,2,55474066,NO,,3
25001100044,270,Entrance L2600,17473.2,2,55474066,NO,,3
25001100044,110,Refarming L2100,235873.01,3,55474066,YES,2,7
25001100044,20,Refarming L2100,163701.99,3,55474066,YES,2,7
25001100044,270,Entrance L2100,17473.2,3,55474066,YES,2,7
25001100045,190,Refarming L2100,206193.45,3,55473978,YES,2,2
25001100045,305,Refarming L2100,79225.72,3,55473978,YES,2,2
25001100045,70,Refarming L2100,127498.99,3,55473978,YES,2,2
25001100046,100,Entrance L2600,50266.79,2,55474033,NO,,6
25001100046,190,Entrance L2600,225873.82,2,55474033,NO,,6
25001100046,330,Entrance L2600,264150.47,2,55474033,NO,,1
25001100046,330,Entrance L2100,264150.47,3,55474033,YES,2,4
25001100050,350,Entrance L2600,67497.39,2,55474066,NO,,3
25001100050,90,Entrance L2600,136295.38,2,55474066,NO,,3
25001100050,350,Refarming L2100,67497.39,3,55474066,YES,2,7
25001100050,90,Refarming L2100,136295.38,3,55474066,YES,2,7
25001100051,150,Entrance L2600,50789.61,2,55473978,NO,,1
25001100051,300,Entrance L2600,119252.8,2,55473978,NO,,1
25001100051,50,Entrance L2600,183211.82,2,55473978,NO,,1
25001100051,150,Entrance L2100,50789.61,3,55473978,YES,2,2
25001100051,300,Refarming L2100,119252.8,3,55473978,YES,2,2
25001100051,50,Refarming L2100,183211.82,3,55473978,YES,2,2
25001100053,170,Entrance L2600,271576.82,2,55474033,NO,,6
25001100053,310,Entrance L2600,155455.48,2,55474033,NO,,6
25001100053,50,Entrance L2600,102030.21,2,55474033,NO,,6
25001100054,340,Entrance L2600,167830.78,2,55474033,NO,,6
25001100055,230,Entrance L2600,65277.46,2,55474033,NO,,6
25001100055,350,Entrance L2600,105506.29,2,55474033,NO,,6
25001100056,322,Refarming L2100,45267.25,3,55473978,YES,2,2
25001100056,60,Refarming L2100,72902.89,3,55473978,YES,2,2
25001100057,170,Refarming L2100,99351.04,3,55473978,YES,2,2
25001100057,290,Refarming L2100,108704.07,3,55473978,YES,2,2
25001100057,50,Refarming L2100,83490.44,3,55473978,YES,2,2
25001100059,205,Refarming L1800,167129.7,1,55473978,YES,1,1
25001100059,320,Refarming L1800,132762.3,1,55473978,YES,1,1
25001100059,80,Refarming L1800,157691.46,1,55473978,YES,1,1
25001100059,205,Refarming L2100,167129.7,3,55473978,YES,2,2
25001100059,80,Refarming L2100,157691.46,3,55473978,YES,2,2
25001101099,110,Entrance L2600,169860.21,2,55474033,NO,,1
25001101099,210,Entrance L2600,201439.71,2,55474033,NO,,6
25001101099,310,Entrance L2600,219296.81,2,55474033,NO,,1
25001101099,110,Refarming L2100,169860.21,3,55474033,YES,2,4
25001101099,310,Refarming L2100,219296.81,3,55474033,YES,2,4
25001101103,200,Entrance L2600,76410.77,2,55474033,NO,,6
25001101103,320,Entrance L2600,127928.79,2,55474033,NO,,1
25001101103,320,Entrance L2100,127928.79,3,55474033,YES,2,4
25001101105,290,Entrance L2600,139101.73,2,55474033,NO,,6
25001101105,70,Entrance L2600,111897.81,2,55474033,NO,,6
25001101108,160,Entrance L2600,62644.57,2,55474033,NO,,6
25001101110,180,Entrance L2600,206735.5,2,55474033,NO,,7
25001101110,330,Entrance L2600,264392.01,2,55474033,NO,,7
25001101113,140,Entrance L2600,269182.64,2,55474033,NO,,7
25001101113,225,Entrance L2600,4103.43,2,55474033,NO,,1
25001101113,315,Entrance L2600,379976.03,2,55474033,NO,,7
25001101113,225,Refarming L2100,4103.43,3,55474033,YES,2,4
25001101114,10,Entrance L2600,95940.49,2,55474033,NO,,7
25001101114,130,Entrance L2600,118360.73,2,55474033,NO,,7
25001101114,250,Entrance L2600,156977.89,2,55474033,NO,,7
25001101115,170,Entrance L2600,168174.69,2,55473889,NO,,7
25001101115,170,Refarming L2100,168174.69,3,55473889,YES,2,8
25001101117,100,Entrance L2600,130007.68,2,55474033,NO,,7
25001101117,220,Entrance L2600,159506.83,2,55474033,NO,,7
25001101119,320,Entrance L2600,230806.75,2,55474033,NO,,7
25001101119,40,Entrance L2600,108035.63,2,55474033,NO,,7
25001101122,340,Entrance L2600,126409.7,2,55474033,NO,,7
25001101126,100,Entrance L2600,86390.12,2,55474033,NO,,1
25001101126,210,Entrance L2600,142683.07,2,55474033,NO,,7
25001101126,340,Entrance L2600,233765.91,2,55474033,NO,,7
25001101126,100,Refarming L2100,86390.12,3,55474033,YES,2,4
25001101127,200,Refarming L2100,136714.52,3,55473978,YES,2,2
25001101127,320,Refarming L2100,111791.6,3,55473978,YES,2,2
25001101127,80,Refarming L2100,92016.49,3,55473978,YES,2,2
25001101128,145,Refarming L2100,64104.85,3,55473978,YES,2,2
25001101128,275,Refarming L2100,119321.51,3,55473978,YES,2,2
25001101128,65,Refarming L2100,67659.52,3,55473978,YES,2,2
25001101129,105,Entrance L2600,38007.97,2,55474033,NO,,1
25001101129,200,Entrance L2600,186634.28,2,55474033,NO,,7
25001101129,280,Entrance L2600,119260.73,2,55474033,NO,,1
25001101129,105,Refarming L2100,38007.97,3,55474033,YES,2,4
25001101129,280,Refarming L2100,119260.73,3,55474033,YES,2,4
25001101131,125,Entrance L2600,46350.42,2,55474066,NO,,3
25001101131,230,Entrance L2600,82849.43,2,55474066,NO,,3
25001101131,330,Entrance L2600,80724.56,2,55474066,NO,,7
25001101131,125,Refarming L2100,46350.42,3,55474066,YES,2,7
25001101131,230,Refarming L2100,82849.43,3,55474066,YES,2,7
25001101176,285,Entrance L2600,45813.46,2,55474033,NO,,1
25001101176,80,Entrance L2600,99882.29,2,55474033,NO,,1
25001101176,285,Refarming L2100,45813.46,3,55474033,YES,2,4
25001101176,80,Refarming L2100,99882.29,3,55474033,YES,2,4
25001101204,0,Entrance L2600,175509.93,2,55473978,NO,,1
25001101204,115,Entrance L2600,53259.94,2,55473978,NO,,7
25001101204,250,Entrance L2600,75680.08,2,55473978,NO,,1
25001101204,0,Refarming L2100,175509.93,3,55473978,YES,2,2
25001101204,250,Refarming L2100,75680.08,3,55473978,YES,2,2
25001101206,170,Entrance L1800,118434.91,1,55473978,YES,1,1
25001101206,300,Entrance L1800,99377.36,1,55473978,YES,1,1
25001101206,50,Entrance L1800,54214.53,1,55473978,YES,1,1
25001101206,50,Entrance L2100,54214.53,3,55473978,YES,2,2
25001101207,120,Entrance L2600,132887.67,2,55473978,NO,,1
25001101207,0,Entrance L2100,85463.96,3,55473978,YES,2,2
25001101207,120,Entrance L2100,132887.67,3,55473978,YES,2,2
25001101207,240,Entrance L2100,103228.06,3,55473978,YES,2,2
25001101209,105,Entrance L2100,116163.91,3,55473978,YES,2,2
25001101209,235,Entrance L2100,58536.49,3,55473978,YES,2,2
25001101209,355,Entrance L2100,115935.55,3,55473978,YES,2,2
25001101210,160,Refarming L2100,39692.24,3,55473978,YES,2,2
25001101210,280,Refarming L2100,56482.15,3,55473978,YES,2,2
25001101210,40,Refarming L2100,80172.13,3,55473978,YES,2,2
25001101211,200,Entrance L2100,153106.64,3,55473978,YES,2,2
25001101211,320,Entrance L2100,153818.33,3,55473978,YES,2,2
25001101211,80,Entrance L2100,142810.32,3,55473978,YES,2,2
25001101212,110,Refarming L2100,86945.81,3,55473978,YES,2,2
25001101212,220,Refarming L2100,84098.79,3,55473978,YES,2,2
25001101212,359,Refarming L2100,139764,3,55473978,YES,2,2
25001101213,200,Entrance L2600,64452.78,2,55474066,NO,,3
25001101213,30,Entrance L2600,60809.71,2,55474066,NO,,3
25001101213,300,Entrance L2600,40445.52,2,55474066,NO,,3
25001101213,200,Refarming L2100,64452.78,3,55474066,YES,2,7
25001101213,30,Refarming L2100,60809.71,3,55474066,YES,2,7
25001101213,300,Refarming L2100,40445.52,3,55474066,YES,2,7
25001101218,200,Entrance L2600,152403.92,2,55474152,NO,,6
25001101218,297,Entrance L2600,170637.86,2,55474152,NO,,7
25001101218,85,Entrance L2600,237617.67,2,55474152,NO,,6
25001101218,200,Refarming L2100,152403.92,3,55474152,YES,2,7
25001101218,85,Refarming L2100,237617.67,3,55474152,YES,2,7
25001101220,200,Entrance L2600,7135.87,2,55474033,NO,,1
25001101220,350,Entrance L2600,16817.99,2,55474033,NO,,7
25001101220,40,Entrance L2600,78025.54,2,55474033,NO,,7
25001101220,200,Refarming L2100,7135.87,3,55474033,YES,2,4
25001101223,105,Refarming L2100,50305,3,55474033,YES,2,4
25001101223,225,Refarming L2100,169681.75,3,55474033,YES,2,4
25001101223,330,Refarming L2100,59456.86,3,55474033,YES,2,4
25001101226,0,Entrance L2600,117368.98,2,55474158,NO,,7
25001101226,150,Entrance L2600,201211.33,2,55474158,NO,,3
25001101226,270,Entrance L2600,82448.65,2,55474158,NO,,3
25001101226,150,Refarming L2100,201211.33,3,55474158,YES,2,4
25001101226,270,Refarming L2100,82448.65,3,55474158,YES,2,4
25001101227,165,Entrance L2600,58528.69,2,55474066,NO,,3
25001101227,285,Entrance L2600,190884.52,2,55474066,NO,,3
25001101227,45,Entrance L2600,59569.89,2,55474066,NO,,3
25001101227,165,Refarming L2100,58528.69,3,55474066,YES,2,7
25001101227,285,Refarming L2100,190884.52,3,55474066,YES,2,7
25001101227,45,Refarming L2100,59569.89,3,55474066,YES,2,7
25001101228,10,Refarming L2100,50251.93,3,55473978,YES,2,2
25001101228,270,Refarming L2100,107716.86,3,55473978,YES,2,2
25001101228,85,Refarming L2100,61786.41,3,55473978,YES,2,2
25001101230,115,Entrance L1800,65958.15,1,55473978,YES,1,1
25001101230,115,Refarming L2100,65958.15,3,55473978,YES,2,2
25001101230,235,Refarming L2100,117275.84,3,55473978,YES,2,2
25001101230,35,Refarming L2100,72505.18,3,55473978,YES,2,2
25001101231,80,Entrance L2600,15056.39,2,55473978,NO,,1
25001101231,80,Entrance L2100,15056.39,3,55473978,YES,2,2
25001101232,180,Entrance L2600,158467.85,2,55473978,NO,,1
25001101232,320,Entrance L2600,209128.25,2,55473978,NO,,1
25001101232,40,Entrance L2600,78152.5,2,55473978,NO,,1
25001101232,180,Refarming L2100,158467.85,3,55473978,YES,2,2
25001101232,320,Refarming L2100,209128.25,3,55473978,YES,2,2
25001101232,40,Refarming L2100,78152.5,3,55473978,YES,2,2
25001101240,195,Refarming L1800,141764.95,1,55473978,YES,1,1
25001101240,305,Refarming L1800,180472.43,1,55473978,YES,1,1
25001101240,55,Refarming L1800,92717.12,1,55473978,YES,1,1
25001101240,195,Refarming L2100,141764.95,3,55473978,YES,2,2
25001101240,305,Refarming L2100,180472.43,3,55473978,YES,2,2
25001101240,55,Refarming L2100,92717.12,3,55473978,YES,2,2
25001101259,340,Entrance L2600,115144.22,2,55474066,NO,,3
25001101259,90,Entrance L2600,77285.95,2,55474066,NO,,3
25001101259,340,Refarming L2100,115144.22,3,55474066,YES,2,7
25001101259,90,Refarming L2100,77285.95,3,55474066,YES,2,7
25001101271,0,Entrance L2600,31779.97,2,55473978,NO,,1
25001101271,0,Refarming L2100,31779.97,3,55473978,YES,2,2
25001101316,215,Entrance L2600,171344.72,2,55474066,NO,,3
25001101316,340,Entrance L2600,52832.23,2,55474066,NO,,3
25001101316,90,Entrance L2600,95156.37,2,55474066,NO,,3
25001101316,215,Refarming L2100,171344.72,3,55474066,YES,2,7
25001101316,340,Refarming L2100,52832.23,3,55474066,YES,2,7
25001101316,90,Refarming L2100,95156.37,3,55474066,YES,2,7
25001101317,195,Entrance L2600,94988.2,2,55474066,NO,,3
25001101317,290,Entrance L2600,41692.61,2,55474066,NO,,7
25001101317,195,Entrance L2100,94988.2,3,55474066,YES,2,7
25001101358,100,Refarming L2100,144944.77,3,55473978,YES,2,2
25001101358,220,Refarming L2100,127329.74,3,55473978,YES,2,2
25001101358,310,Refarming L2100,61721.08,3,55473978,YES,2,2
25001101367,160,Refarming L1800,113578.9,1,55473978,YES,1,1
25001101367,240,Refarming L1800,98360.95,1,55473978,YES,1,1
25001101367,50,Refarming L1800,63136.28,1,55473978,YES,1,1
25001101367,240,Refarming L2100,98360.95,3,55473978,YES,2,2
25001101367,50,Refarming L2100,63136.28,3,55473978,YES,2,2
25001101399,180,Entrance L2600,131812.11,2,55474066,NO,,3
25001101399,340,Entrance L2600,132889.65,2,55474066,NO,,3
25001101399,70,Entrance L2600,113821.22,2,55474066,NO,,3
25001101399,180,Refarming L2100,131812.11,3,55474066,YES,2,7
25001101399,340,Refarming L2100,132889.65,3,55474066,YES,2,7
25001101399,70,Refarming L2100,113821.22,3,55474066,YES,2,7
25001101428,170,Entrance L2600,96268.51,2,55474066,NO,,3
25001101428,270,Entrance L2600,95542.9,2,55474066,NO,,3
25001101428,170,Entrance L2100,96268.51,3,55474066,YES,2,7
25001101428,270,Entrance L2100,95542.9,3,55474066,YES,2,7
25001101433,210,Entrance L2600,52900.04,2,55474066,NO,,3
25001101433,310,Entrance L2600,83274.33,2,55474066,NO,,3
25001101433,40,Entrance L2600,96156.27,2,55474066,NO,,3
25001101433,210,Entrance L2100,52900.04,3,55474066,YES,2,7
25001101433,310,Entrance L2100,83274.33,3,55474066,YES,2,7
25001101433,40,Entrance L2100,96156.27,3,55474066,YES,2,7
25001101454,0,Entrance L2600,114106.39,2,55474033,NO,,7
25023061307,10,Entrance L2600,171411.98,2,55474065,NO,,7
25023061307,150,Entrance L2600,156269.73,2,55474065,NO,,7
25023061307,250,Entrance L2600,119945.35,2,55474065,NO,,7
25023061307,10,Refarming L2100,171411.98,3,55474065,YES,2,8
25023061307,150,Refarming L2100,156269.73,3,55474065,YES,2,8
25023061307,250,Refarming L2100,119945.35,3,55474065,YES,2,8
25023061308,160,Entrance L2600,52299.08,2,55474154,NO,,7
25023061308,280,Entrance L2600,95319.01,2,55474154,NO,,7
25023061308,40,Entrance L2600,119373.94,2,55474154,NO,,7
25023061308,280,Refarming L2100,95319.01,3,55474154,YES,2,8
25023061308,40,Refarming L2100,119373.94,3,55474154,YES,2,8
25023061320,200,Refarming L2100,52194.37,3,55474158,YES,2,4
25023061320,320,Refarming L2100,26214.37,3,55474158,YES,2,4
25023061320,80,Refarming L2100,28592.12,3,55474158,YES,2,4
25023061321,180,Entrance L2600,44685.04,2,55474002,NO,,7
25023061321,300,Entrance L2600,23434.83,2,55474002,NO,,7
25023061321,60,Entrance L2600,60984.91,2,55474002,NO,,7
25023061321,180,Refarming L2100,44685.04,3,55474002,YES,2,9
25023061321,300,Refarming L2100,23434.83,3,55474002,YES,2,9
25023061321,60,Refarming L2100,60984.91,3,55474002,YES,2,9
25023061329,120,Entrance L2600,217431.13,2,55474033,NO,,8
25023061329,240,Entrance L2600,112437.79,2,55474033,NO,,8
25023061331,100,Entrance L2100,155907.13,3,55474066,YES,2,7
25023061331,15,Refarming L2100,150549.67,3,55474066,YES,2,7
25023061331,255,Refarming L2100,209778.83,3,55474066,YES,2,7
25023061335,200,Refarming L2100,32147.48,3,55474066,YES,2,7
25023061335,320,Refarming L2100,104288.72,3,55474066,YES,2,7
25023061335,80,Refarming L2100,47160.58,3,55474066,YES,2,7
25023061336,200,Entrance L2600,95890.2,2,55474066,NO,,3
25023061336,320,Entrance L2600,129400.27,2,55474066,NO,,3
25023061336,80,Entrance L2600,71696.68,2,55474066,NO,,3
25023061336,200,Refarming L2100,95890.2,3,55474066,YES,2,7
25023061336,320,Refarming L2100,129400.27,3,55474066,YES,2,7
25023061336,80,Refarming L2100,71696.68,3,55474066,YES,2,7
25023061338,140,Entrance L2600,95857.85,2,55474066,NO,,3
25023061338,250,Entrance L2600,116422.79,2,55474066,NO,,3
25023061338,30,Entrance L2600,119739.82,2,55474066,NO,,3
25023061338,140,Refarming L2100,95857.85,3,55474066,YES,2,7
25023061338,250,Refarming L2100,116422.79,3,55474066,YES,2,7
25023061338,30,Refarming L2100,119739.82,3,55474066,YES,2,7
25023061349,0,Entrance L2600,44285.26,2,55474076,NO,,1
25023061349,105,Entrance L2600,103149.27,2,55474076,NO,,8
25023061349,247,Entrance L2600,93446.64,2,55474076,NO,,1
25023061349,0,Refarming L2100,44285.26,3,55474076,YES,2,2
25023061349,247,Refarming L2100,93446.64,3,55474076,YES,2,2
25023061351,100,Refarming L2100,45297.81,3,55474066,YES,2,7
25023061351,220,Refarming L2100,36471.77,3,55474066,YES,2,7
25023061351,350,Refarming L2100,34468.39,3,55474066,YES,2,7
25023061358,180,Refarming L2100,175120.63,3,55474066,YES,2,7
25023061358,300,Refarming L2100,49299.62,3,55474066,YES,2,7
25023061358,35,Refarming L2100,126532.52,3,55474066,YES,2,7
25023061362,170,Refarming L2100,49816.59,3,55474066,YES,2,7
25023061362,300,Refarming L2100,105674.02,3,55474066,YES,2,7
25023061362,40,Refarming L2100,102094.05,3,55474066,YES,2,7
25023061363,170,Entrance L2600,164270.43,2,55474003,NO,,8
